STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD,TempAvg,TempMax,TempMin,Fog,Thunder,Ice Pellets,Hail,Smoke
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/1/2018,0,0,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/2/2018,0,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/3/2018,0,0,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/4/2018,0.01,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/5/2018,0.26,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/6/2018,0.44,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/7/2018,0.08,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/8/2018,0.22,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/9/2018,0.43,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/10/2018,0.06,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/11/2018,0.54,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/12/2018,0.86,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/13/2018,0.08,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/14/2018,0.03,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/15/2018,0.01,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/16/2018,0.33,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/17/2018,0.04,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/18/2018,1.05,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/19/2018,0.24,,,,,,,,,,
US1WAKG0070,"AUBURN 8.2 SE, WA US",47.2643,-122.0666,170.1,1/20/2018,0.2,,,,,,,,,,
